timestamp,moisture,temperature,pump_state
2025-11-04T16:47:03,41,27,1
2025-11-04T16:49:03,41,27,1
2025-11-04T16:51:04,41,27,1
2025-11-04T16:53:04,17,27,1
2025-11-04T16:55:05,19,27,1
2025-11-04T16:57:05,52,27,1
2025-11-04T16:59:05,52,27,1
2025-11-04T17:01:06,0,27,1
2025-11-04T17:03:06,45,27,1
2025-11-04T17:05:07,45,27,1
2025-11-04T17:07:07,45,27,1
2025-11-04T17:09:08,45,27,1
